archivo,nombre_completo,mes,fecha_pago,importe,metodo
listas/L07_pagos_lista_3.xlsx,Hugo García Gómez,2026-07,2026-07-09,50,Tarjeta
listas/L07_pagos_lista_3.xlsx,Sergio Gómez Gutiérrez,2026-06,2026-06-07,65,Tarjeta
listas/L07_pagos_lista_3.xlsx,Íker Martín Martínez,2026-08,2026-08-06,40,Domiciliación
listas/L07_pagos_lista_3.xlsx,Íker Martín Martínez,2026-09,2026-09-05,40,Domiciliación
listas/L07_pagos_lista_3.xlsx,Andrea Molina Ramírez,2026-06,2026-06-01,55,Efectivo
listas/L07_pagos_lista_3.xlsx,Elena Sánchez Fernández,2026-07,2026-07-02,45,Transferencia
listas/L07_pagos_lista_3.xlsx,Beatriz Gutiérrez Alonso,2026-08,2026-08-03,40,Tarjeta
listas/L07_pagos_lista_3.xlsx,Hugo García Gómez,2026-08,2026-08-02,50,Bizum
listas/L07_pagos_lista_3.xlsx,Andrea Molina Ramírez,2026-07,2026-07-01,55,Bizum
listas/L07_pagos_lista_3.xlsx,Pablo Muñoz Martín,2026-08,2026-08-07,60,Domiciliación
listas/L07_pagos_lista_3.xlsx,Sergio Gómez Gutiérrez,2026-09,2026-09-01,65,Bizum
listas/L07_pagos_lista_3.xlsx,Elena Sánchez Fernández,2026-09,2026-09-10,45,Transferencia
listas/L07_pagos_lista_3.xlsx,Íker Martín Martínez,2026-09,2026-09-05,40,Tarjeta
listas/L07_pagos_lista_3.xlsx,Hugo García Gómez,2026-06,2026-06-03,50,Transferencia
listas/L07_pagos_lista_3.xlsx,Pablo Muñoz Martín,2026-08,2026-08-01,60,Domiciliación
listas/L07_pagos_lista_3.xlsx,Hugo García Gómez,2026-07,2026-07-04,50,Tarjeta
listas/L07_pagos_lista_3.xlsx,Sergio Gómez Gutiérrez,2026-07,2026-07-01,65,Bizum
listas/L07_pagos_lista_3.xlsx,Carla Molina Castro,2026-08,2026-08-10,55,Bizum
listas/L07_pagos_lista_3.xlsx,Inés Gómez Ortiz,2026-09,2026-09-09,55,Efectivo
listas/L07_pagos_lista_3.xlsx,Inés Gómez Ortiz,2026-06,2026-06-10,55,Tarjeta
listas/L07_pagos_lista_3.xlsx,Inés Gómez Ortiz,2026-08,2026-08-04,55,Bizum
listas/L07_pagos_lista_3.xlsx,Íker Martín Martínez,2026-09,2026-09-09,40,Efectivo
listas/L07_pagos_lista_3.xlsx,Sergio Gómez Gutiérrez,2026-09,2026-09-10,65,Efectivo
listas/L07_pagos_lista_3.xlsx,Elena Sánchez Fernández,2026-09,2026-09-04,45,Bizum
listas/L07_pagos_lista_3.xlsx,Hugo García Gómez,2026-07,2026-07-02,50,Transferencia
listas/L07_pagos_lista_3.xlsx,Íker Martín Martínez,2026-09,2026-09-09,40,Domiciliación
listas/L07_pagos_lista_3.xlsx,Elena Sánchez Fernández,2026-08,2026-08-02,45,Tarjeta
listas/L07_pagos_lista_3.xlsx,Elena Sánchez Fernández,2026-07,2026-07-02,45,Domiciliación
listas/L07_pagos_lista_3.xlsx,Pablo Muñoz Martín,2026-06,2026-06-08,60,Bizum
listas/L07_pagos_lista_3.xlsx,Elena Muñoz Jiménez,2026-09,2026-09-07,35,Domiciliación
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-04,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-05,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-06,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-07,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-08,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Romero Vázquez,2026-09,,40,
listas/L06_pagos_por_meses_4.xlsx,Mario Alonso Domínguez,2026-06,,45,
listas/L06_pagos_por_meses_4.xlsx,Mario Alonso Domínguez,2026-07,,45,
listas/L06_pagos_por_meses_4.xlsx,Mario Alonso Domínguez,2026-09,,45,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-01,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-02,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-04,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-05,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-06,,40,
listas/L06_pagos_por_meses_4.xlsx,Marta Blanco Torres,2026-08,,40,
listas/L06_pagos_por_meses_4.xlsx,Víctor Alonso Álvarez,2026-06,,45,
listas/L06_pagos_por_meses_4.xlsx,Víctor Alonso Álvarez,2026-07,,45,
listas/L06_pagos_por_meses_4.xlsx,Víctor Alonso Álvarez,2026-09,,45,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-03,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-04,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-05,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-06,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-07,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-08,,35,
listas/L06_pagos_por_meses_4.xlsx,Laura Martínez García,2026-09,,35,
listas/L06_pagos_por_meses_4.xlsx,Diego Ruiz Serrano,2026-07,,40,
listas/L06_pagos_por_meses_4.xlsx,Diego Ruiz Serrano,2026-08,,40,
listas/L06_pagos_por_meses_4.xlsx,Diego Ruiz Serrano,2026-09,,40,
listas/L06_pagos_por_meses_4.xlsx,Laura Martín Navarro,2026-09,,40,
listas/L06_pagos_por_meses_4.xlsx,Hugo Navarro Castro,2026-03,,50,
listas/L06_pagos_por_meses_4.xlsx,Hugo Navarro Castro,2026-04,,50,
listas/L06_pagos_por_meses_4.xlsx,Hugo Navarro Castro,2026-07,,50,
listas/L06_pagos_por_meses_4.xlsx,Hugo Navarro Castro,2026-08,,50,
listas/L06_pagos_por_meses_4.xlsx,Hugo Navarro Castro,2026-09,,50,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-02,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-03,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-04,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-05,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-07,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-08,,35,
listas/L06_pagos_por_meses_4.xlsx,Irene Gómez Blanco,2026-09,,35,
listas/L06_pagos_por_meses_4.xlsx,Carla Castro García,2026-04,,35,
listas/L06_pagos_por_meses_4.xlsx,Carla Castro García,2026-05,,35,
listas/L06_pagos_por_meses_4.xlsx,Carla Castro García,2026-06,,35,
listas/L06_pagos_por_meses_4.xlsx,Carla Castro García,2026-07,,35,
listas/L06_pagos_por_meses_4.xlsx,Carla Castro García,2026-08,,35,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-03,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-04,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-06,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-07,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-08,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Serrano Fernández,2026-09,,45,
listas/L06_pagos_por_meses_4.xlsx,Nuria Domínguez Pérez,2026-07,,60,
listas/L06_pagos_por_meses_4.xlsx,Nuria Domínguez Pérez,2026-08,,60,
listas/L06_pagos_por_meses_4.xlsx,Nuria Domínguez Pérez,2026-09,,60,
listas/L06_pagos_por_meses_4.xlsx,Alba Navarro Gómez,2026-04,,45,
listas/L06_pagos_por_meses_4.xlsx,Alba Navarro Gómez,2026-06,,45,
listas/L06_pagos_por_meses_4.xlsx,Alba Navarro Gómez,2026-07,,45,
listas/L06_pagos_por_meses_4.xlsx,Alba Navarro Gómez,2026-08,,45,
listas/L06_pagos_por_meses_4.xlsx,Alba Navarro Gómez,2026-09,,45,
listas/L06_pagos_por_meses_4.xlsx,Irene Domínguez Jiménez,2026-07,,65,
listas/L06_pagos_por_meses_4.xlsx,Irene Domínguez Jiménez,2026-08,,65,
listas/L06_pagos_por_meses_4.xlsx,Irene Domínguez Jiménez,2026-09,,65,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-03,,60,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-04,,60,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-06,,60,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-07,,60,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-08,,60,
listas/L06_pagos_por_meses_4.xlsx,Mario Ramírez Castro,2026-09,,60,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-04,,55,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-05,,55,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-06,,55,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-07,,55,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-08,,55,
listas/L06_pagos_por_meses_4.xlsx,Lucía Fernández Sánchez,2026-09,,55,
listas/L07_pagos_lista_4.xlsx,Álvaro Blanco Gómez,2026-07,2026-07-03,60,Bizum
listas/L07_pagos_lista_4.xlsx,Hugo Martín Álvarez,2026-08,2026-08-01,45,Transferencia
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-09,2026-09-05,45,Transferencia
listas/L07_pagos_lista_4.xlsx,Gonzalo Torres Díaz,2026-06,2026-06-03,40,Efectivo
listas/L07_pagos_lista_4.xlsx,Hugo Martín Álvarez,2026-08,2026-08-07,45,Tarjeta
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-09,2026-09-09,45,Domiciliación
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-07,2026-07-06,45,Bizum
listas/L07_pagos_lista_4.xlsx,Hugo Castro Ruiz,2026-06,2026-06-07,65,Domiciliación
listas/L07_pagos_lista_4.xlsx,Lucía López Blanco,2026-06,2026-06-01,40,Domiciliación
listas/L07_pagos_lista_4.xlsx,Lucía López Blanco,2026-09,2026-09-02,40,Bizum
listas/L07_pagos_lista_4.xlsx,Gonzalo Torres Díaz,2026-07,2026-07-06,40,Tarjeta
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-07,2026-07-05,45,Tarjeta
listas/L07_pagos_lista_4.xlsx,Diego Romero Fernández,2026-07,2026-07-05,50,Tarjeta
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-07,2026-07-01,45,Efectivo
listas/L07_pagos_lista_4.xlsx,Lucía López Blanco,2026-09,2026-09-09,40,Tarjeta
listas/L07_pagos_lista_4.xlsx,Diego Romero Fernández,2026-08,2026-08-02,50,Domiciliación
listas/L07_pagos_lista_4.xlsx,Álvaro Blanco Gómez,2026-08,2026-08-04,60,Transferencia
listas/L07_pagos_lista_4.xlsx,Nerea Sánchez Navarro,2026-08,2026-08-03,40,Bizum
listas/L07_pagos_lista_4.xlsx,Nerea Sánchez Navarro,2026-09,2026-09-09,40,Tarjeta
listas/L07_pagos_lista_4.xlsx,Gonzalo Torres Díaz,2026-09,2026-09-01,40,Domiciliación
listas/L07_pagos_lista_4.xlsx,Nerea Sánchez Navarro,2026-09,2026-09-08,40,Efectivo
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-09,2026-09-03,45,Tarjeta
listas/L07_pagos_lista_4.xlsx,Nerea Sánchez Navarro,2026-08,2026-08-07,40,Domiciliación
listas/L07_pagos_lista_4.xlsx,Sergio Martínez Navarro,2026-09,2026-09-06,45,Transferencia
listas/L07_pagos_lista_4.xlsx,Hugo Martín Álvarez,2026-08,2026-08-06,45,Bizum
listas/L07_pagos_lista_4.xlsx,Hugo Martín Álvarez,2026-06,2026-06-06,45,Domiciliación
listas/L06_pagos_por_meses_5.xlsx,Daniel García Hernández,2026-05,,35,
listas/L06_pagos_por_meses_5.xlsx,Daniel García Hernández,2026-06,,35,
listas/L06_pagos_por_meses_5.xlsx,Daniel García Hernández,2026-07,,35,
listas/L06_pagos_por_meses_5.xlsx,Daniel García Hernández,2026-08,,35,
listas/L06_pagos_por_meses_5.xlsx,Daniel García Hernández,2026-09,,35,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-02,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-03,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-04,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-05,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-06,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-07,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-08,,40,
listas/L06_pagos_por_meses_5.xlsx,Paula Hernández Torres,2026-09,,40,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Álvarez Castro,2026-04,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Álvarez Castro,2026-06,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Álvarez Castro,2026-07,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Álvarez Castro,2026-08,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Álvarez Castro,2026-09,,45,
listas/L06_pagos_por_meses_5.xlsx,Cristina Ramos Sánchez,2026-07,,50,
listas/L06_pagos_por_meses_5.xlsx,Cristina Ramos Sánchez,2026-08,,50,
listas/L06_pagos_por_meses_5.xlsx,Cristina Ramos Sánchez,2026-09,,50,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-02,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-03,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-04,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-05,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-07,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-08,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Torres Gutiérrez,2026-09,,45,
listas/L06_pagos_por_meses_5.xlsx,Diego Martín Muñoz,2026-07,,50,
listas/L06_pagos_por_meses_5.xlsx,Diego Martín Muñoz,2026-09,,50,
listas/L06_pagos_por_meses_5.xlsx,Daniel Fernández Díaz,2026-04,,60,
listas/L06_pagos_por_meses_5.xlsx,Daniel Fernández Díaz,2026-06,,60,
listas/L06_pagos_por_meses_5.xlsx,Daniel Fernández Díaz,2026-07,,60,
listas/L06_pagos_por_meses_5.xlsx,Bruno Ramírez Domínguez,2026-04,,60,
listas/L06_pagos_por_meses_5.xlsx,Bruno Ramírez Domínguez,2026-06,,60,
listas/L06_pagos_por_meses_5.xlsx,Bruno Ramírez Domínguez,2026-07,,60,
listas/L06_pagos_por_meses_5.xlsx,Bruno Ramírez Domínguez,2026-08,,60,
listas/L06_pagos_por_meses_5.xlsx,Bruno Ramírez Domínguez,2026-09,,60,
listas/L06_pagos_por_meses_5.xlsx,Marcos Ortiz Molina,2026-05,,60,
listas/L06_pagos_por_meses_5.xlsx,Marcos Ortiz Molina,2026-06,,60,
listas/L06_pagos_por_meses_5.xlsx,Marcos Ortiz Molina,2026-07,,60,
listas/L06_pagos_por_meses_5.xlsx,Marcos Ortiz Molina,2026-08,,60,
listas/L06_pagos_por_meses_5.xlsx,Nerea Moreno Romero,2026-04,,65,
listas/L06_pagos_por_meses_5.xlsx,Nerea Moreno Romero,2026-05,,65,
listas/L06_pagos_por_meses_5.xlsx,Nerea Moreno Romero,2026-07,,65,
listas/L06_pagos_por_meses_5.xlsx,Nerea Moreno Romero,2026-09,,65,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-02,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-03,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-04,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-05,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-06,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-07,,40,
listas/L06_pagos_por_meses_5.xlsx,Íker Vázquez Torres,2026-09,,40,
listas/L06_pagos_por_meses_5.xlsx,Bruno Vázquez Molina,2026-07,,60,
listas/L06_pagos_por_meses_5.xlsx,Sofía Gutiérrez López,2026-03,,35,
listas/L06_pagos_por_meses_5.xlsx,Sofía Gutiérrez López,2026-06,,35,
listas/L06_pagos_por_meses_5.xlsx,Sofía Gutiérrez López,2026-07,,35,
listas/L06_pagos_por_meses_5.xlsx,Sofía Gutiérrez López,2026-08,,35,
listas/L06_pagos_por_meses_5.xlsx,Sofía Gutiérrez López,2026-09,,35,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-03,,55,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-04,,55,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-05,,55,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-06,,55,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-07,,55,
listas/L06_pagos_por_meses_5.xlsx,Noelia Serrano Gómez,2026-08,,55,
listas/L06_pagos_por_meses_5.xlsx,Álvaro Torres Navarro,2026-08,,45,
listas/L06_pagos_por_meses_5.xlsx,Álvaro Ramírez Jiménez,2026-03,,45,
listas/L06_pagos_por_meses_5.xlsx,Álvaro Ramírez Jiménez,2026-04,,45,
listas/L06_pagos_por_meses_5.xlsx,Álvaro Ramírez Jiménez,2026-06,,45,
listas/L06_pagos_por_meses_5.xlsx,Álvaro Ramírez Jiménez,2026-08,,45,
listas/L06_pagos_por_meses_5.xlsx,Elena Ortiz Muñoz,2026-06,,50,
listas/L06_pagos_por_meses_5.xlsx,Elena Ortiz Muñoz,2026-08,,50,
listas/L06_pagos_por_meses_5.xlsx,Elena Ortiz Muñoz,2026-09,,50,
listas/L06_pagos_por_meses_5.xlsx,Sara Serrano Ruiz,2026-08,,50,
listas/L06_pagos_por_meses_5.xlsx,Óscar Gutiérrez Domínguez,2026-07,,65,
listas/L06_pagos_por_meses_5.xlsx,Óscar Gutiérrez Domínguez,2026-08,,65,
listas/L06_pagos_por_meses_5.xlsx,Óscar Gutiérrez Domínguez,2026-09,,65,
listas/L06_pagos_por_meses_5.xlsx,Noelia Alonso Gil,2026-09,,35,
listas/L06_pagos_por_meses_5.xlsx,Diego Ruiz Navarro,2026-06,,60,
listas/L06_pagos_por_meses_5.xlsx,Diego Ruiz Navarro,2026-07,,60,
listas/L06_pagos_por_meses_5.xlsx,Diego Ruiz Navarro,2026-08,,60,
listas/L06_pagos_por_meses_5.xlsx,Diego Ruiz Navarro,2026-09,,60,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-03,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-04,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-06,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-07,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-08,,45,
listas/L06_pagos_por_meses_5.xlsx,Gonzalo Muñoz Ramos,2026-09,,45,
listas/L06_pagos_por_meses_5.xlsx,Irene Álvarez Pérez,2026-06,,55,
listas/L06_pagos_por_meses_5.xlsx,Irene Álvarez Pérez,2026-07,,55,
listas/L06_pagos_por_meses_5.xlsx,Irene Álvarez Pérez,2026-08,,55,
listas/L06_pagos_por_meses_5.xlsx,Irene Álvarez Pérez,2026-09,,55,
listas/L07_pagos_lista_5.xlsx,Diego Domínguez Sánchez,2026-09,2026-09-03,40,Domiciliación
listas/L07_pagos_lista_5.xlsx,Raquel Blanco Romero,2026-09,2026-09-03,35,Domiciliación
listas/L07_pagos_lista_5.xlsx,Hugo Hernández Gil,2026-08,2026-08-05,55,Domiciliación
listas/L07_pagos_lista_5.xlsx,Raquel Serrano Martínez,2026-07,2026-07-09,65,Tarjeta
listas/L07_pagos_lista_5.xlsx,Diego López Sánchez,2026-06,2026-06-01,45,Bizum
listas/L07_pagos_lista_5.xlsx,Hugo Hernández Gil,2026-08,2026-08-05,55,Transferencia
listas/L07_pagos_lista_5.xlsx,Diego Domínguez Sánchez,2026-06,2026-06-01,40,Efectivo
listas/L07_pagos_lista_5.xlsx,Martina Fernández Molina,2026-07,2026-07-07,35,Tarjeta
listas/L07_pagos_lista_5.xlsx,Hugo Hernández Gil,2026-09,2026-09-06,55,Tarjeta
listas/L07_pagos_lista_5.xlsx,Raquel Blanco Romero,2026-07,2026-07-08,35,Efectivo
listas/L07_pagos_lista_5.xlsx,Álvaro Ramírez Torres,2026-09,2026-09-02,35,Transferencia
listas/L07_pagos_lista_5.xlsx,Martina Fernández Molina,2026-09,2026-09-03,35,Bizum
listas/L07_pagos_lista_5.xlsx,Diego Domínguez Sánchez,2026-07,2026-07-09,40,Domiciliación
listas/L07_pagos_lista_5.xlsx,Hugo Hernández Gil,2026-08,2026-08-06,55,Bizum
listas/L07_pagos_lista_5.xlsx,Martina Fernández Molina,2026-07,2026-07-03,35,Bizum
listas/L07_pagos_lista_5.xlsx,Martina Fernández Molina,2026-09,2026-09-04,35,Tarjeta
listas/L07_pagos_lista_5.xlsx,Bruno Moreno Moreno,2026-09,2026-09-02,35,Tarjeta
listas/L07_pagos_lista_5.xlsx,Álvaro Ramírez Torres,2026-06,2026-06-05,35,Bizum
listas/L07_pagos_lista_5.xlsx,Bruno Moreno Moreno,2026-08,2026-08-08,35,Efectivo
listas/L07_pagos_lista_5.xlsx,Diego Alonso Díaz,2026-08,2026-08-02,60,Bizum
listas/L07_pagos_lista_5.xlsx,Andrea Sánchez Ruiz,2026-06,2026-06-04,45,Tarjeta
listas/L07_pagos_lista_5.xlsx,Raquel Gómez Ramírez,2026-07,2026-07-06,35,Transferencia
listas/L07_pagos_lista_5.xlsx,Diego Alonso Díaz,2026-08,2026-08-10,60,Domiciliación
listas/L07_pagos_lista_5.xlsx,Raquel Serrano Martínez,2026-07,2026-07-03,65,Efectivo
listas/L07_pagos_lista_5.xlsx,Raquel Blanco Romero,2026-08,2026-08-09,35,Efectivo
listas/L07_pagos_lista_5.xlsx,Bruno Moreno Moreno,2026-09,2026-09-06,35,Tarjeta
listas/L07_pagos_lista_5.xlsx,Andrea Sánchez Ruiz,2026-06,2026-06-07,45,Bizum
listas/L07_pagos_lista_5.xlsx,Diego López Sánchez,2026-07,2026-07-10,45,Transferencia
listas/L07_pagos_lista_5.xlsx,Bruno Moreno Moreno,2026-08,2026-08-02,35,Transferencia
listas/L07_pagos_lista_5.xlsx,Diego Alonso Díaz,2026-07,2026-07-04,60,Bizum
listas/L07_pagos_lista_5.xlsx,Raquel Gómez Ramírez,2026-09,2026-09-07,35,Efectivo
listas/L07_pagos_lista_5.xlsx,Martina Fernández Molina,2026-07,2026-07-05,35,Tarjeta
listas/L07_pagos_lista_5.xlsx,Diego Domínguez Sánchez,2026-08,2026-08-04,40,Tarjeta
listas/L07_pagos_lista_5.xlsx,Raquel Gómez Ramírez,2026-06,2026-06-10,35,Transferencia
listas/L07_pagos_lista_5.xlsx,Andrea Sánchez Ruiz,2026-08,2026-08-10,45,Tarjeta
listas/L06_pagos_por_meses_6.xlsx,Adrián Díaz Gutiérrez,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Adrián Díaz Gutiérrez,2026-09,,60,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-01,,35,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-02,,35,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-04,,35,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-05,,35,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-06,,35,
listas/L06_pagos_por_meses_6.xlsx,Nerea Domínguez Navarro,2026-09,,35,
listas/L06_pagos_por_meses_6.xlsx,Irene Blanco Ramos,2026-05,,50,
listas/L06_pagos_por_meses_6.xlsx,Irene Blanco Ramos,2026-06,,50,
listas/L06_pagos_por_meses_6.xlsx,Irene Blanco Ramos,2026-07,,50,
listas/L06_pagos_por_meses_6.xlsx,Irene Blanco Ramos,2026-08,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-03,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-04,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-05,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-06,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-07,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-08,,50,
listas/L06_pagos_por_meses_6.xlsx,Hugo Hernández Moreno,2026-09,,50,
listas/L06_pagos_por_meses_6.xlsx,Bruno Hernández Navarro,2026-07,,50,
listas/L06_pagos_por_meses_6.xlsx,Bruno Hernández Navarro,2026-08,,50,
listas/L06_pagos_por_meses_6.xlsx,Bruno Hernández Navarro,2026-09,,50,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-02,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-03,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-04,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-05,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-07,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Noelia Fernández Álvarez,2026-09,,60,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-03,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-04,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-05,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-06,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-07,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-08,,40,
listas/L06_pagos_por_meses_6.xlsx,Raquel Ruiz Vázquez,2026-09,,40,
listas/L06_pagos_por_meses_6.xlsx,Adrián Álvarez Ruiz,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Adrián Álvarez Ruiz,2026-09,,60,
listas/L06_pagos_por_meses_6.xlsx,Irene Ortiz Alonso,2026-06,,60,
listas/L06_pagos_por_meses_6.xlsx,Irene Ortiz Alonso,2026-07,,60,
listas/L06_pagos_por_meses_6.xlsx,Irene Ortiz Alonso,2026-08,,60,
